Begin Time - msec,End Time - msec,Yonaguni,fileno,mfa
2832342,2835872,nnu hajagu ugi butan=do,263,nnu hajagu ugi butando
2837067,2839817,nnu hajagu ugi butan=do,264,nnu hajagu ugi butando
2953492,2957242,nai=ja ninsa-gu=du ugi buru,270,naija ninsagudu ugi buru
2959637,2964557,mai=ja haja-gu ugi (tsu)ta=nga ugi buta=nga,271,maija hajagu ugi tsutanga ugi butanga
2965527,2967027,mai=ja,272,maija
2968987,2975247,kudu=n haja-gu ugi buta=nga nai=ja ninsa-gu=du ugi buru,273,kudun hajagu ugi butanga naija ninsagudu ugi buru
2980202,2985182,mai=ja haja-gu ugi buta=nga nai=ja ninsa-gu=du ugi buru,275,maija hajagu ugi butanga naija ninsagudu ugi buru
3006632,3009442,nai=ja ninsa-gu=du ugiru,276,naija ninsagudu ugiru
3022447,3024737,mai=ja haja-gu=du ugita=nga,277,maija hajagudu ugitanga
3041552,3048997,mai=ja haja-gu=du ugita=nga nai=ja ninsa-gu=du ugi buru,279,maija hajagudu ugitanga naija ninsagudu ugi buru
3087689,3091649,mai=ja sunguti maasiku dumita=nga,282,maija sunguti maasiku dumitanga
3109393,3110613,mai=ja maasiku,284,maija maasiku
3127103,3132853,<koizumi-san>=nga (u-) ugi buta=nga ugi buta=nga mata nindun,285,qkoizumisannga u ugi butanga ugi butanga mata nindun
3137793,3141973,<koizumi-san>=ja ugi buta=nga mata nindun,286,qkoizumisanja ugi butanga mata nindun
3144973,3146013,nindun,287,nindun
3146273,3148343,mata nindi buru<=de=mo ii=si>,288,mata nindi buruqdemo qiisi
3162148,3163278,nindi buru,289,nindi buru
3194683,3197563,mata nindi=du buru mata nindi=du buru,290,mata nindidu buru mata nindidu buru
3210023,3211403,mata nindi=du buru,292,mata nindidu buru
3263474,3267654,dana imi=du nnita=nga nnita=ba,298,dana imidu nnitanga nnitaba
3273314,3275364,minburu dami naranu<=to=ka>,299,minburu dami naranuqtoka
3278089,3281439,(nnjanuti?) minburu dami naranu<=to=ka iu>,300,nnjanuti minburu dami naranuqtoka qiu
3298099,3300409,dana imi=du nnita=ba,303,dana imidu nnitaba
3304254,3305754,=du nnita=ba,305,du nnitaba
3307224,3308984,minburu dami naranu,306,minburu dami naranu
3310834,3311914,minburu,307,minburu
3316509,3320839,dana imi=du nnita=ba minburu dami naranun<=to>,309,dana imidu nnitaba minburu dami naranunqto
3344479,3345749,nnita=ba,311,nnitaba
3347264,3349244,nnita=ba nnita=ba,312,nnitaba nnitaba
3365134,3367154,nda=nga imi=du nnita=ba,313,ndanga imidu nnitaba
3375994,3380574,nda=nga imi=du nnita=ba tta ugi=du butaru,314,ndanga imidu nnitaba tta ugidu butaru
3382324,3383994,tta ugi=du butaru,315,tta ugidu butaru
3401674,3402664,nnita=ba,317,nnitaba
3430499,3431589,tta,319,tta
3457174,3461164,minburu dami ugiraninun=suja<=to=wa iu=sa>,321,minburu dami ugiraninunsujaqtowa qiusa
3462009,3463369,minburu dami,322,minburu dami
3463889,3468379,dubi (ntu?) nindanuta=ba minburu dami naranun<=to=ka>,323,dubi ntu nindanutaba minburu dami naranunqtoka
3504774,3508874,nai nai=gara dadu agirun=do,324,nai naigara dadu agirundo
3522524,3525754,nai=gara dadu=du agiru=na,325,naigara dadudu agiruna
3584219,3588119,nai <koizumi-san>=nga dadu=du agi buru,329,nai qkoizumisannga dadudu agi buru
3644644,3645764,unu ttu=ja,333,unu ttuja
3714479,3717259,dadu agi turasi nni,340,dadu agi turasi nni
3732589,3734829,nai dadu agi=du buru,341,nai dadu agidu buru
3737859,3739919,nai dadu=du agi buru,342,nai dadudu agi buru
3811783,3814393,nai dadu agi=du buru,344,nai dadu agidu buru
3814948,3817018,ma agjan=do,345,ma agjando
3836990,3839720,u dadu agi turasi nni<=to iu=sa=ne>,347,u dadu agi turasi nniqto qiusane
3854835,3857675,dadu nai ma agi=du bun=sai,348,dadu nai ma agidu bunsai
4022024,4027094,nai=dagati dadu agjan agjan=sai,360,naidagati dadu agjan agjansai
