t1,t2,label,fname,prev_word,prev_word_start,prev_word_end,next_word,next_word_start,next_word_end,sentence
3.04,4.01,qzisaboke,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,,2.24,3.04,karindi,4.01,4.82,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
4.01,4.82,karindi,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,qzisaboke,3.04,4.01,siti,4.82,5.23,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
4.82,5.23,siti,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,karindi,4.01,4.82,,5.23,5.73,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
5.23,5.73,,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,siti,4.82,5.23,qzikannga,5.73,6.44,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
5.73,6.44,qzikannga,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,,5.23,5.73,qzjuugatsunizjuusinicidu,6.44,8.58,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
6.44,8.58,qzjuugatsunizjuusinicidu,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,qzikannga,5.73,6.44,uwai,8.58,8.7,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
8.58,8.7,uwai,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,qzjuugatsunizjuusinicidu,6.44,8.58,,8.7,9.13,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
8.7,9.13,,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,uwai,8.58,8.7,bunga,9.13,9.52,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
9.13,9.52,bunga,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,,8.7,9.13,qnizjuusicinicigara,9.52,10.75,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
9.52,10.75,qnizjuusicinicigara,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,bunga,9.13,9.52,,10.75,11.155,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
10.75,11.155,,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,qnizjuusicinicigara,9.52,10.75,sentence_end,sentence_end,sentence_end,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
0.0,0.1,,YO0010c_yoneshiro_europestory_20130424/aligned/24.TextGrid,sentence_start,sentence_start,sentence_start,qhuransuni,0.1,0.97,qhuransuni cirumatansujajo
0.1,0.97,qhuransuni,YO0010c_yoneshiro_europestory_20130424/aligned/24.TextGrid,,0.0,0.1,,0.97,1.47,qhuransuni cirumatansujajo
0.97,1.47,,YO0010c_yoneshiro_europestory_20130424/aligned/24.TextGrid,qhuransuni,0.1,0.97,cirumatansujajo,1.47,2.57,qhuransuni cirumatansujajo
1.47,2.57,cirumatansujajo,YO0010c_yoneshiro_europestory_20130424/aligned/24.TextGrid,,0.97,1.47,,2.57,3.299,qhuransuni cirumatansujajo
2.57,3.299,,YO0010c_yoneshiro_europestory_20130424/aligned/24.TextGrid,cirumatansujajo,1.47,2.57,sentence_end,sentence_end,sentence_end,qhuransuni cirumatansujajo
0.0,0.11,,YO0010c_yoneshiro_europestory_20130424/aligned/52.TextGrid,sentence_start,sentence_start,sentence_start,nni,0.11,0.99,nni nnisidu m nninu qkookeidu ki butarungara
0.11,0.99,nni,YO0010c_yoneshiro_europestory_20130424/aligned/52.TextGrid,,0.0,0.11,nnisidu,0.99,1.87,nni nnisidu m nninu qkookeidu ki butarungara
0.99,1.87,nnisidu,YO0010c_yoneshiro_europestory_20130424/aligned/52.TextGrid,nni,0.11,0.99,m,1.87,1.91,nni nnisidu m nninu qkookeidu ki butarungara
1.87,1.91,m,YO0010c_yoneshiro_europestory_20130424/aligned/52.TextGrid,nnisidu,0.99,1.87,nninu,1.91,3.18,nni nnisidu m nninu qkookeidu ki butarungara
1.91,3.18,nninu,YO0010c_yoneshiro_europestory_20130424/aligned/52.TextGrid,m,1.87,1.91,,3.18,3.22,nni nnisidu m nninu qkookeidu ki butarungara
3.18,3.22,,YO0010c_yoneshiro_europestory_20130424/aligned/52.TextGrid,nninu,1.91,3.18,qkookeidu,3.22,3.77,nni nnisidu m nninu qkookeidu ki butarungara
3.22,3.77,qkookeidu,YO0010c_yoneshiro_europestory_20130424/aligned/52.TextGrid,,3.18,3.22,ki,3.77,3.93,nni nnisidu m nninu qkookeidu ki butarungara
3.77,3.93,ki,YO0010c_yoneshiro_europestory_20130424/aligned/52.TextGrid,qkookeidu,3.22,3.77,butarungara,3.93,4.52,nni nnisidu m nninu qkookeidu ki butarungara
3.93,4.52,butarungara,YO0010c_yoneshiro_europestory_20130424/aligned/52.TextGrid,ki,3.77,3.93,,4.52,4.915,nni nnisidu m nninu qkookeidu ki butarungara
4.52,4.915,,YO0010c_yoneshiro_europestory_20130424/aligned/52.TextGrid,butarungara,3.93,4.52,sentence_end,sentence_end,sentence_end,nni nnisidu m nninu qkookeidu ki butarungara
0.0,0.29,,YO0010c_yoneshiro_europestory_20130424/aligned/53.TextGrid,sentence_start,sentence_start,sentence_start,umadi,0.29,0.59,umadi ititi kunduja qiciban niguratansujajo qhuransuni
0.29,0.59,umadi,YO0010c_yoneshiro_europestory_20130424/aligned/53.TextGrid,,0.0,0.29,ititi,0.59,1.17,umadi ititi kunduja qiciban niguratansujajo qhuransuni
0.59,1.17,ititi,YO0010c_yoneshiro_europestory_20130424/aligned/53.TextGrid,umadi,0.29,0.59,,1.17,1.54,umadi ititi kunduja qiciban niguratansujajo qhuransuni
1.17,1.54,,YO0010c_yoneshiro_europestory_20130424/aligned/53.TextGrid,ititi,0.59,1.17,kunduja,1.54,2.16,umadi ititi kunduja qiciban niguratansujajo qhuransuni
1.54,2.16,kunduja,YO0010c_yoneshiro_europestory_20130424/aligned/53.TextGrid,,1.17,1.54,,2.16,2.56,umadi ititi kunduja qiciban niguratansujajo qhuransuni
2.16,2.56,,YO0010c_yoneshiro_europestory_20130424/aligned/53.TextGrid,kunduja,1.54,2.16,qiciban,2.56,3.22,umadi ititi kunduja qiciban niguratansujajo qhuransuni
2.56,3.22,qiciban,YO0010c_yoneshiro_europestory_20130424/aligned/53.TextGrid,,2.16,2.56,niguratansujajo,3.22,4.23,umadi ititi kunduja qiciban niguratansujajo qhuransuni
3.22,4.23,niguratansujajo,YO0010c_yoneshiro_europestory_20130424/aligned/53.TextGrid,qiciban,2.56,3.22,qhuransuni,4.23,4.92,umadi ititi kunduja qiciban niguratansujajo qhuransuni
4.23,4.92,qhuransuni,YO0010c_yoneshiro_europestory_20130424/aligned/53.TextGrid,niguratansujajo,3.22,4.23,,4.92,5.447,umadi ititi kunduja qiciban niguratansujajo qhuransuni
4.92,5.447,,YO0010c_yoneshiro_europestory_20130424/aligned/53.TextGrid,qhuransuni,4.23,4.92,sentence_end,sentence_end,sentence_end,umadi ititi kunduja qiciban niguratansujajo qhuransuni
0.0,0.17,,YO0010c_yoneshiro_europestory_20130424/aligned/3.TextGrid,sentence_start,sentence_start,sentence_start,kama,0.17,0.52,kama toitidu qigirisunki hitarucidi de tumataru duguruja
0.17,0.52,kama,YO0010c_yoneshiro_europestory_20130424/aligned/3.TextGrid,,0.0,0.17,toitidu,0.52,1.28,kama toitidu qigirisunki hitarucidi de tumataru duguruja
0.52,1.28,toitidu,YO0010c_yoneshiro_europestory_20130424/aligned/3.TextGrid,kama,0.17,0.52,qigirisunki,1.28,1.98,kama toitidu qigirisunki hitarucidi de tumataru duguruja
1.28,1.98,qigirisunki,YO0010c_yoneshiro_europestory_20130424/aligned/3.TextGrid,toitidu,0.52,1.28,hitarucidi,1.98,2.69,kama toitidu qigirisunki hitarucidi de tumataru duguruja
1.98,2.69,hitarucidi,YO0010c_yoneshiro_europestory_20130424/aligned/3.TextGrid,qigirisunki,1.28,1.98,,2.69,3.11,kama toitidu qigirisunki hitarucidi de tumataru duguruja
2.69,3.11,,YO0010c_yoneshiro_europestory_20130424/aligned/3.TextGrid,hitarucidi,1.98,2.69,de,3.11,3.48,kama toitidu qigirisunki hitarucidi de tumataru duguruja
3.11,3.48,de,YO0010c_yoneshiro_europestory_20130424/aligned/3.TextGrid,,2.69,3.11,tumataru,3.48,3.97,kama toitidu qigirisunki hitarucidi de tumataru duguruja
3.48,3.97,tumataru,YO0010c_yoneshiro_europestory_20130424/aligned/3.TextGrid,de,3.11,3.48,duguruja,3.97,4.78,kama toitidu qigirisunki hitarucidi de tumataru duguruja
3.97,4.78,duguruja,YO0010c_yoneshiro_europestory_20130424/aligned/3.TextGrid,tumataru,3.48,3.97,,4.78,5.325,kama toitidu qigirisunki hitarucidi de tumataru duguruja
4.78,5.325,,YO0010c_yoneshiro_europestory_20130424/aligned/3.TextGrid,duguruja,3.97,4.78,sentence_end,sentence_end,sentence_end,kama toitidu qigirisunki hitarucidi de tumataru duguruja
0.0,0.17,,YO0010c_yoneshiro_europestory_20130424/aligned/2.TextGrid,sentence_start,sentence_start,sentence_start,qnarita,0.17,0.62,qnarita qkuukoogara qzutto qamerikanu umaja kamaja
0.17,0.62,qnarita,YO0010c_yoneshiro_europestory_20130424/aligned/2.TextGrid,,0.0,0.17,qkuukoogara,0.62,1.3,qnarita qkuukoogara qzutto qamerikanu umaja kamaja
0.62,1.3,qkuukoogara,YO0010c_yoneshiro_europestory_20130424/aligned/2.TextGrid,qnarita,0.17,0.62,qzutto,1.3,2.14,qnarita qkuukoogara qzutto qamerikanu umaja kamaja
1.3,2.14,qzutto,YO0010c_yoneshiro_europestory_20130424/aligned/2.TextGrid,qkuukoogara,0.62,1.3,,2.14,2.54,qnarita qkuukoogara qzutto qamerikanu umaja kamaja
2.14,2.54,,YO0010c_yoneshiro_europestory_20130424/aligned/2.TextGrid,qzutto,1.3,2.14,qamerikanu,2.54,3.13,qnarita qkuukoogara qzutto qamerikanu umaja kamaja
2.54,3.13,qamerikanu,YO0010c_yoneshiro_europestory_20130424/aligned/2.TextGrid,,2.14,2.54,umaja,3.13,3.48,qnarita qkuukoogara qzutto qamerikanu umaja kamaja
3.13,3.48,umaja,YO0010c_yoneshiro_europestory_20130424/aligned/2.TextGrid,qamerikanu,2.54,3.13,kamaja,3.48,3.88,qnarita qkuukoogara qzutto qamerikanu umaja kamaja
3.48,3.88,kamaja,YO0010c_yoneshiro_europestory_20130424/aligned/2.TextGrid,umaja,3.13,3.48,,3.88,4.71,qnarita qkuukoogara qzutto qamerikanu umaja kamaja
3.88,4.71,,YO0010c_yoneshiro_europestory_20130424/aligned/2.TextGrid,kamaja,3.48,3.88,sentence_end,sentence_end,sentence_end,qnarita qkuukoogara qzutto qamerikanu umaja kamaja
0.0,0.16,,YO0010c_yoneshiro_europestory_20130424/aligned/38.TextGrid,sentence_start,sentence_start,sentence_start,sicizikannu,0.16,1.27,sicizikannu cigaingadu kumanga atarucidindja kunduja udu
0.16,1.27,sicizikannu,YO0010c_yoneshiro_europestory_20130424/aligned/38.TextGrid,,0.0,0.16,,1.27,1.32,sicizikannu cigaingadu kumanga atarucidindja kunduja udu
1.27,1.32,,YO0010c_yoneshiro_europestory_20130424/aligned/38.TextGrid,sicizikannu,0.16,1.27,cigaingadu,1.32,1.92,sicizikannu cigaingadu kumanga atarucidindja kunduja udu
1.32,1.92,cigaingadu,YO0010c_yoneshiro_europestory_20130424/aligned/38.TextGrid,,1.27,1.32,kumanga,1.92,2.28,sicizikannu cigaingadu kumanga atarucidindja kunduja udu
1.92,2.28,kumanga,YO0010c_yoneshiro_europestory_20130424/aligned/38.TextGrid,cigaingadu,1.32,1.92,atarucidindja,2.28,2.95,sicizikannu cigaingadu kumanga atarucidindja kunduja udu
2.28,2.95,atarucidindja,YO0010c_yoneshiro_europestory_20130424/aligned/38.TextGrid,kumanga,1.92,2.28,,2.95,3.64,sicizikannu cigaingadu kumanga atarucidindja kunduja udu
2.95,3.64,,YO0010c_yoneshiro_europestory_20130424/aligned/38.TextGrid,atarucidindja,2.28,2.95,kunduja,3.64,4.18,sicizikannu cigaingadu kumanga atarucidindja kunduja udu
3.64,4.18,kunduja,YO0010c_yoneshiro_europestory_20130424/aligned/38.TextGrid,,2.95,3.64,udu,4.18,4.52,sicizikannu cigaingadu kumanga atarucidindja kunduja udu
4.18,4.52,udu,YO0010c_yoneshiro_europestory_20130424/aligned/38.TextGrid,kunduja,3.64,4.18,,4.52,4.842,sicizikannu cigaingadu kumanga atarucidindja kunduja udu
4.52,4.842,,YO0010c_yoneshiro_europestory_20130424/aligned/38.TextGrid,udu,4.18,4.52,sentence_end,sentence_end,sentence_end,sicizikannu cigaingadu kumanga atarucidindja kunduja udu
0.0,0.26,,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,sentence_start,sentence_start,sentence_start,qdakara,0.26,0.87,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
0.26,0.87,qdakara,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,,0.0,0.26,qzjuukjuumeenujo,0.87,2.25,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
0.87,2.25,qzjuukjuumeenujo,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,qdakara,0.26,0.87,,2.25,2.84,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
2.25,2.84,,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,qzjuukjuumeenujo,0.87,2.25,ttunga,2.84,3.32,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
2.84,3.32,ttunga,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,,2.25,2.84,,3.32,3.35,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
3.32,3.35,,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,ttunga,2.84,3.32,nnjarumama,3.35,4.43,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
3.35,4.43,nnjarumama,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,,3.32,3.35,,4.43,4.83,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
4.43,4.83,,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,nnjarumama,3.35,4.43,buuru,4.83,5.14,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
4.83,5.14,buuru,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,,4.43,4.83,unu,5.14,5.41,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
5.14,5.41,unu,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,buuru,4.83,5.14,,5.41,5.51,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
5.41,5.51,,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,unu,5.14,5.41,ttuja,5.51,5.69,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
5.51,5.69,ttuja,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,,5.41,5.51,nunninu,5.69,6.15,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
5.69,6.15,nunninu,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,ttuja,5.51,5.69,nnigatanki,6.15,6.91,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
6.15,6.91,nnigatanki,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,nunninu,5.69,6.15,,6.91,7.166,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
6.91,7.166,,YO0010c_yoneshiro_europestory_20130424/aligned/71.TextGrid,nnigatanki,6.15,6.91,sentence_end,sentence_end,sentence_end,qdakara qzjuukjuumeenujo ttunga nnjarumama buuru unu ttuja nunninu nnigatanki
0.0,0.18,,YO0010c_yoneshiro_europestory_20130424/aligned/70.TextGrid,sentence_start,sentence_start,sentence_start,unninu,0.18,0.42,unninu mununtangadujo qjoroppanu qrjokooja araagu nsataruje
0.18,0.42,unninu,YO0010c_yoneshiro_europestory_20130424/aligned/70.TextGrid,,0.0,0.18,mununtangadujo,0.42,1.61,unninu mununtangadujo qjoroppanu qrjokooja araagu nsataruje
0.42,1.61,mununtangadujo,YO0010c_yoneshiro_europestory_20130424/aligned/70.TextGrid,unninu,0.18,0.42,,1.61,3.98,unninu mununtangadujo qjoroppanu qrjokooja araagu nsataruje
1.61,3.98,,YO0010c_yoneshiro_europestory_20130424/aligned/70.TextGrid,mununtangadujo,0.42,1.61,qjoroppanu,3.98,5.08,unninu mununtangadujo qjoroppanu qrjokooja araagu nsataruje
3.98,5.08,qjoroppanu,YO0010c_yoneshiro_europestory_20130424/aligned/70.TextGrid,,1.61,3.98,,5.08,5.11,unninu mununtangadujo qjoroppanu qrjokooja araagu nsataruje
5.08,5.11,,YO0010c_yoneshiro_europestory_20130424/aligned/70.TextGrid,qjoroppanu,3.98,5.08,qrjokooja,5.11,6.06,unninu mununtangadujo qjoroppanu qrjokooja araagu nsataruje
5.11,6.06,qrjokooja,YO0010c_yoneshiro_europestory_20130424/aligned/70.TextGrid,,5.08,5.11,araagu,6.06,6.4,unninu mununtangadujo qjoroppanu qrjokooja araagu nsataruje
6.06,6.4,araagu,YO0010c_yoneshiro_europestory_20130424/aligned/70.TextGrid,qrjokooja,5.11,6.06,nsataruje,6.4,7.22,unninu mununtangadujo qjoroppanu qrjokooja araagu nsataruje
6.4,7.22,nsataruje,YO0010c_yoneshiro_europestory_20130424/aligned/70.TextGrid,araagu,6.06,6.4,,7.22,9.021,unninu mununtangadujo qjoroppanu qrjokooja araagu nsataruje
7.22,9.021,,YO0010c_yoneshiro_europestory_20130424/aligned/70.TextGrid,nsataruje,6.4,7.22,sentence_end,sentence_end,sentence_end,unninu mununtangadujo qjoroppanu qrjokooja araagu nsataruje
0.0,0.1,,YO0010c_yoneshiro_europestory_20130424/aligned/94.TextGrid,sentence_start,sentence_start,sentence_start,kunninu,0.1,0.72,kunninu ttuja
0.1,0.72,kunninu,YO0010c_yoneshiro_europestory_20130424/aligned/94.TextGrid,,0.0,0.1,ttuja,0.72,1.09,kunninu ttuja
0.72,1.09,ttuja,YO0010c_yoneshiro_europestory_20130424/aligned/94.TextGrid,kunninu,0.1,0.72,,1.09,1.19,kunninu ttuja
1.09,1.19,,YO0010c_yoneshiro_europestory_20130424/aligned/94.TextGrid,ttuja,0.72,1.09,sentence_end,sentence_end,sentence_end,kunninu ttuja
0.0,0.25,,YO0010c_yoneshiro_europestory_20130424/aligned/32.TextGrid,sentence_start,sentence_start,sentence_start,iguratindi,0.25,1.02,iguratindi ndu munu nkaiti
0.25,1.02,iguratindi,YO0010c_yoneshiro_europestory_20130424/aligned/32.TextGrid,,0.0,0.25,ndu,1.02,1.22,iguratindi ndu munu nkaiti
1.02,1.22,ndu,YO0010c_yoneshiro_europestory_20130424/aligned/32.TextGrid,iguratindi,0.25,1.02,munu,1.22,1.75,iguratindi ndu munu nkaiti
1.22,1.75,munu,YO0010c_yoneshiro_europestory_20130424/aligned/32.TextGrid,ndu,1.02,1.22,nkaiti,1.75,2.56,iguratindi ndu munu nkaiti
1.75,2.56,nkaiti,YO0010c_yoneshiro_europestory_20130424/aligned/32.TextGrid,munu,1.22,1.75,,2.56,3.07,iguratindi ndu munu nkaiti
2.56,3.07,,YO0010c_yoneshiro_europestory_20130424/aligned/32.TextGrid,nkaiti,1.75,2.56,sentence_end,sentence_end,sentence_end,iguratindi ndu munu nkaiti
0.0,0.29,,YO0010c_yoneshiro_europestory_20130424/aligned/33.TextGrid,sentence_start,sentence_start,sentence_start,uninu,0.29,0.56,uninu mununtadu kumatu kamatunu cigai qkjoosankento
0.29,0.56,uninu,YO0010c_yoneshiro_europestory_20130424/aligned/33.TextGrid,,0.0,0.29,mununtadu,0.56,1.76,uninu mununtadu kumatu kamatunu cigai qkjoosankento
0.56,1.76,mununtadu,YO0010c_yoneshiro_europestory_20130424/aligned/33.TextGrid,uninu,0.29,0.56,,1.76,1.83,uninu mununtadu kumatu kamatunu cigai qkjoosankento
1.76,1.83,,YO0010c_yoneshiro_europestory_20130424/aligned/33.TextGrid,mununtadu,0.56,1.76,kumatu,1.83,2.32,uninu mununtadu kumatu kamatunu cigai qkjoosankento
1.83,2.32,kumatu,YO0010c_yoneshiro_europestory_20130424/aligned/33.TextGrid,,1.76,1.83,kamatunu,2.32,2.92,uninu mununtadu kumatu kamatunu cigai qkjoosankento
2.32,2.92,kamatunu,YO0010c_yoneshiro_europestory_20130424/aligned/33.TextGrid,kumatu,1.83,2.32,,2.92,3.04,uninu mununtadu kumatu kamatunu cigai qkjoosankento
2.92,3.04,,YO0010c_yoneshiro_europestory_20130424/aligned/33.TextGrid,kamatunu,2.32,2.92,cigai,3.04,3.48,uninu mununtadu kumatu kamatunu cigai qkjoosankento
3.04,3.48,cigai,YO0010c_yoneshiro_europestory_20130424/aligned/33.TextGrid,,2.92,3.04,,3.48,3.97,uninu mununtadu kumatu kamatunu cigai qkjoosankento
3.48,3.97,,YO0010c_yoneshiro_europestory_20130424/aligned/33.TextGrid,cigai,3.04,3.48,qkjoosankento,3.97,5.07,uninu mununtadu kumatu kamatunu cigai qkjoosankento
3.97,5.07,qkjoosankento,YO0010c_yoneshiro_europestory_20130424/aligned/33.TextGrid,,3.48,3.97,,5.07,5.505,uninu mununtadu kumatu kamatunu cigai qkjoosankento
5.07,5.505,,YO0010c_yoneshiro_europestory_20130424/aligned/33.TextGrid,qkjoosankento,3.97,5.07,sentence_end,sentence_end,sentence_end,uninu mununtadu kumatu kamatunu cigai qkjoosankento
0.0,0.21,,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,sentence_start,sentence_start,sentence_start,nti,0.21,0.51,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
0.21,0.51,nti,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,,0.0,0.21,qhuransunki,0.51,1.59,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
0.51,1.59,qhuransunki,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,nti,0.21,0.51,,1.59,1.69,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
1.59,1.69,,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,qhuransunki,0.51,1.59,ititi,1.69,1.86,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
1.69,1.86,ititi,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,,1.59,1.69,,1.86,2.64,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
1.86,2.64,,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,ititi,1.69,1.86,nta,2.64,2.85,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
2.64,2.85,nta,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,,1.86,2.64,,2.85,2.88,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
2.85,2.88,,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,nta,2.64,2.85,qhuransunu,2.88,3.94,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
2.88,3.94,qhuransunu,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,,2.85,2.88,,3.94,5.35,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
3.94,5.35,,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,qhuransunu,2.88,3.94,qruubiru,5.35,6.05,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
5.35,6.05,qruubiru,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,,3.94,5.35,qruubiru,6.05,6.46,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
6.05,6.46,qruubiru,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,qruubiru,5.35,6.05,,6.46,6.9,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
6.46,6.9,,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,qruubiru,6.05,6.46,qburu,6.9,7.53,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
6.9,7.53,qburu,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,,6.46,6.9,,7.53,7.56,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
7.53,7.56,,YO0010c_yoneshiro_europestory_20130424/aligned/45.TextGrid,qburu,6.9,7.53,qburu,7.56,7.91,nti qhuransunki ititi nta qhuransunu qruubiru qruubiru qburu qburu qbizjutsukan
